Ano de Publicação;Título do Artigo;Nome do Autor;Categoria do Autor
2023;Aprimoramento de um modelo evolutivo multiobjetivo aplicado ao problema de sequenciamento de bateladas na manufatura de produtos farmacêuticos;Gina Maira Barbosa de Oliveira;Professor
2023;Aprimoramento de um modelo evolutivo multiobjetivo aplicado ao problema de sequenciamento de bateladas na manufatura de produtos farmacêuticos;Luiz Gustavo Almeida Martins;Professor
2023;Distributional Safety Critic for Stochastic Latent Actor-Critic;Thiago S. Miranda;Aluno
2023;Distributional Safety Critic for Stochastic Latent Actor-Critic;Heder S. Bernardino;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Kelvin S. Lopes;Aluno
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Davi O. Lopes;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Wesley G. P. Pavanello;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;César L. C. Mattos;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Jarelio G. da S. Filho;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;José D. C. Neto;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Rafael L. Gomes;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Nicksson C. A. de Freitas;Professor
2023;Behavioral Biometrics for Continuous Authentication on Mobile Devices: Anomaly Detection through Keystroke Dynamics with Machine Learning;Emanuel B. Rodrigues;Professor
2023;Leveraging Property Tax Collection Through an Unsupervised Model for Taxpayer Qualification;Elioenai L. G. Alves;Aluno
2023;Leveraging Property Tax Collection Through an Unsupervised Model for Taxpayer Qualification;Luiz Zairo Bastos Viana;Professor
2023;Leveraging Property Tax Collection Through an Unsupervised Model for Taxpayer Qualification;Fabio Santos;Professor
2023;Leveraging Property Tax Collection Through an Unsupervised Model for Taxpayer Qualification;Wellington Franco;Professor
2023;Leveraging Property Tax Collection Through an Unsupervised Model for Taxpayer Qualification;Vládia Pinheiro;Professor
2023;Estratégia de Treinamento para Poda Consciente de Modelo de CNN Aplicado a Classificação de Imagens;Mateus A. S. de S. Goldbarg;Aluno
2023;Estratégia de Treinamento para Poda Consciente de Modelo de CNN Aplicado a Classificação de Imagens;Sérgio N. Silva;Professor
2023;Estratégia de Treinamento para Poda Consciente de Modelo de CNN Aplicado a Classificação de Imagens;Lucileide M. D. da Silva;Professor
2023;Estratégia de Treinamento para Poda Consciente de Modelo de CNN Aplicado a Classificação de Imagens;Marcelo A. C. Fernandes;Professor
2023;Optimization of Task Allocation in Edge Computing to Industrial Internet with Simulated Annealing;Vitor Lux Barbosa;Aluno
2023;Optimization of Task Allocation in Edge Computing to Industrial Internet with Simulated Annealing;Janine Kniess;Professor
2023;Optimization of Task Allocation in Edge Computing to Industrial Internet with Simulated Annealing;Rafael Stubs Parpinelli;Professor
2023;Bats, Spectrograms, and Deep Learning: Unmasking the Secrets of Mining Area Caves;Arthur Gonsales;Aluno
2023;Bats, Spectrograms, and Deep Learning: Unmasking the Secrets of Mining Area Caves;Vitor C. A. Santos;Professor
2023;Bats, Spectrograms, and Deep Learning: Unmasking the Secrets of Mining Area Caves;Giulliana Appel;Professor
2023;Bats, Spectrograms, and Deep Learning: Unmasking the Secrets of Mining Area Caves;Leonardo Trevelin;Professor
2023;Bats, Spectrograms, and Deep Learning: Unmasking the Secrets of Mining Area Caves;Valeria Tavares;Professor
2023;Bats, Spectrograms, and Deep Learning: Unmasking the Secrets of Mining Area Caves;Ronnie Alves;Professor
2023;Uma Estratégia para Alocação de Carteira de Ações usando Algoritmos de Aprendizado de Máquina e Regras Fuzzy;Mario Gambim;Aluno
2023;Uma Estratégia para Alocação de Carteira de Ações usando Algoritmos de Aprendizado de Máquina e Regras Fuzzy;Heloisa A. Camargo;Professor
2023;Uma Estratégia para Alocação de Carteira de Ações usando Algoritmos de Aprendizado de Máquina e Regras Fuzzy;Giancarlo Lucca;Professor
2023;Uma Estratégia para Alocação de Carteira de Ações usando Algoritmos de Aprendizado de Máquina e Regras Fuzzy;Graçaliz Dimuro;Professor
2023;Uma Estratégia para Alocação de Carteira de Ações usando Algoritmos de Aprendizado de Máquina e Regras Fuzzy;Thiago Asmus;Professor
2023;Data stream clustering using complex networks;Danilo A. Nunes;Aluno
2023;Data stream clustering using complex networks;Murillo G. Carneiro;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Isis F. Carvalho;Aluno
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Debora Miranda;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Ana Paula Couto da Silva;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Anisio M. Lacerda;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Wagner Meira Jr.;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Marco A. Romano-Silva;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Maria Carolina Lobato;Professor
2023;Prediction of suicidal behaviors in hospitalized children and adolescents in middle-income countries: a case study of Brazil;Gisele L. Pappa;Professor
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;Gabriel Valadao;Aluno
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;João L. L. Gonçalves;Professor
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;João L. L. Megale;Professor
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;Vinicius M. Paula;Professor
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;Hugo Rios-Neto;Professor
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;Adriano C. M. Pereira;Professor
2023;Caracterização de Estratégias de Futebol com base na Frequência, Importância e Efetividade de Jogadas;Wagner Meira Jr.;Professor
;;;
;;;
;;;
;;;
;;;
